topo_do_gelo: .word 45, 40
.byte 56,56,56,56,56,56,56,56,56,56,56,56,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,0,173,246,164,246,246,164,246,246,164,246,246,246,246,246,246,246,246,246,246,164,246,246,164,246,246,164,246,173,0,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,0,173,246,164,246,164,246,246,246,246,164,246,246,246,246,246,246,246,246,164,246,246,246,246,164,246,164,246,173,0,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,0,164,246,246,164,246,246,246,246,246,246,164,164,246,246,246,246,164,164,246,246,246,246,246,246,164,246,246,164,0,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,0,164,246,246,164,246,246,246,246,246,246,246,246,164,164,164,164,246,246,246,246,246,246,246,246,164,246,246,164,0,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,0,164,246,246,246,164,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,164,246,246,246,164,0,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,0,164,246,246,246,164,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,164,246,246,246,164,0,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,0,173,246,246,246,246,164,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,164,246,246,246,246,173,0,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,56,0,164,246,246,246,246,246,164,164,246,246,246,246,246,246,246,246,246,246,246,246,164,164,246,246,246,246,246,164,0,56,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,0,164,164,246,246,246,246,246,164,164,164,164,164,246,246,246,246,246,246,164,164,164,164,164,246,246,246,246,246,164,164,0,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,0,164,246,246,246,246,246,164,246,246,246,246,164,164,164,164,164,164,164,164,246,246,246,246,164,246,246,246,246,246,164,0,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,164,164,246,246,246,246,164,164,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,164,164,246,246,246,246,164,164,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,56,164,246,246,246,246,246,164,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,164,246,246,246,246,246,164,56,56,56,56,56,56,56,
56,56,56,56,56,56,56,56,0,164,164,246,246,246,246,164,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,164,246,246,246,246,164,164,0,56,56,56,56,56,56,
56,56,56,56,56,56,56,0,246,246,164,246,246,246,164,164,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,164,164,246,246,246,164,246,246,0,56,56,56,56,56,
56,56,56,56,56,56,0,164,246,246,246,164,246,246,164,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,164,246,246,164,246,246,246,164,0,56,56,56,56,
56,56,56,56,56,56,0,246,246,246,164,164,164,164,164,246,246,246,246,173,164,164,164,164,164,164,164,164,164,164,173,246,246,246,246,164,164,164,164,164,246,246,246,0,56,56,56,56,
56,56,56,56,56,0,164,246,246,246,164,246,246,164,164,246,246,246,173,164,0,0,0,0,0,0,0,0,0,0,164,173,246,246,246,164,164,246,246,164,246,246,246,164,0,56,56,56,
56,56,56,56,56,0,246,246,246,164,164,246,246,246,246,164,164,173,164,0,56,56,56,56,56,56,56,56,56,56,0,164,173,164,164,246,246,246,246,164,164,246,246,246,0,56,56,56,
56,56,0,56,0,246,164,246,246,164,164,246,246,246,246,246,164,0,0,56,56,56,56,56,56,56,56,56,56,56,56,0,0,164,246,246,246,246,246,164,164,246,246,164,246,0,56,56,
56,56,0,56,0,246,164,246,246,164,246,246,246,246,246,246,164,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,0,164,246,246,246,246,246,246,164,246,246,164,246,0,56,56,
56,0,246,0,164,246,246,164,246,164,246,246,246,246,246,246,164,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,0,164,246,246,246,246,246,246,164,246,164,246,246,164,0,56,
56,0,246,0,246,246,246,164,164,164,246,246,246,246,246,246,164,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,0,164,246,246,246,246,246,246,164,164,164,246,246,246,0,56,
0,164,246,0,246,246,246,246,164,164,246,246,246,246,246,246,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,0,246,246,246,246,246,246,164,164,246,246,246,246,0,56,
0,246,246,164,246,246,246,246,246,164,164,246,246,246,246,246,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,0,246,246,246,246,246,164,164,246,246,246,246,246,164,0,
0,246,246,164,246,246,246,246,246,246,164,164,164,246,246,246,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,0,246,246,246,164,164,164,246,246,246,246,246,246,164,0,
164,246,246,164,246,246,246,246,246,246,164,246,246,164,164,164,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,0,164,164,164,246,246,164,246,246,246,246,246,246,164,0,
164,246,246,81,164,246,246,246,246,242,164,246,246,246,246,246,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,0,246,246,246,246,246,164,242,246,246,246,246,164,81,0,
164,246,246,

